Project;Network;Activity;Customer;WBS;Opr. short text;PM;TL;Latest Start Date;Latest Start Week;Latest Finish Date;Latest Finish Week;Activity Code;Original Finish Date;Latest Finish Day;Activity Description;Actual work;Work;Work Center;WBS Type
P.0026926;P.0026926;0370;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.049;ENG URM_QR QUICK REDUCER GTWW1000;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250704;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                                4.0;110PAS;62
P.0026926;P.0026926;0376;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.050;ENG URM_TB INTERM CNV CRHD GTWW1000;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                1.9;110PAS;61
P.0026926;P.0026926;0382;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.051;ENG URM_SI FLOUR SIFTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250620;25;20250627;26;EN;20250627;Friday;Engineering;                                                                                              0.000;                                                                                                0.1;110PAS;61
P.0026926;P.0026926;0388;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.052;ENG URM_HF SIDE FILLER FLOUR SIFTER AUTO;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250620;25;20250627;26;EN;20250627;Friday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;61
P.0026926;P.0026926;0394;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.053;ENG URM_CR CROSS ROLLER LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250704;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;61
P.0026926;P.0026926;0400;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.054;ENG URM_RC SIDE TRIM CUTTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250704;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;02
P.0026926;P.0026926;0407;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.055;ENG URM_BR BRUSH SIDE TRIM REMOVAL SET S;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250704;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;61
P.0026926;P.0026926;0413;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.056;ENG URM_DR DOUGH RETURN CROSS DISCH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                1.9;110PAS;09
P.0026926;P.0026926;0420;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.057;ENG URM_GS GAUGING STATION GTWW1000;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250704;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                                4.0;110PAS;62
P.0026926;P.0026926;0426;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.058;ENG URM_TB INTERM CNV GTWW1000;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250714;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                               28.8;110PAS;61
P.0026926;P.0026926;0432;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.059;ENG URM_SI FLOUR SIFTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250620;25;20250627;26;EN;20250627;Friday;Engineering;                                                                                              0.000;                                                                                                0.6;110PAS;61
P.0026926;P.0026926;0438;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.060;ENG URM_GS GAUGING STATION GTWW1000;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250630;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                               28.8;110PAS;62
P.0026926;P.0026926;0444;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.061;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250714;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                               36.0;110PAS;61
P.0026926;P.0026926;0450;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.062;ENG URM_SI FLOUR SIFTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250620;25;20250627;26;EN;20250627;Friday;Engineering;                                                                                              0.000;                                                                                                0.1;110PAS;61
P.0026926;P.0026926;0456;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.063;ENG URM_HF SIDE FILLER FLOUR SIFTER AUTO;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250620;25;20250627;26;EN;20250627;Friday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;61
P.0026926;P.0026926;0462;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.064;ENG URM_SW CHANGE SET UNIVERSAL STREWER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;02
P.0026926;P.0026926;0469;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.065;ENG URM_SD WATER SPRAYING DEVICE;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                2.8;110PAS;09
P.0026926;P.0026926;0476;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.066;ENG URM_SW BASE UNIVERSAL STREWER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                4.6;110PAS;61
P.0026926;P.0026926;0482;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.067;ENG URM_SW CHANGE SET UNIVERSAL STREWER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                0.2;110PAS;02
P.0026926;P.0026926;0489;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.068;ENG URM_PR PRESSURE ROLLER DRIVEN SLH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250704;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                                4.0;110PAS;09
P.0026926;P.0026926;0496;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.069;ENG URM_SI FLOUR SIFTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250620;25;20250627;26;EN;20250627;Friday;Engineering;                                                                                              0.000;                                                                                                1.5;110PAS;61
P.0026926;P.0026926;0502;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.070;ENG URM_RC CUTTING KNIVES HINGED;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250718;29;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                                5.4;110PAS;61
P.0026926;P.0026926;0508;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.071;ENG Sandwichsystem;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250708;28;20250725;30;EN;20250725;Friday;Engineering;                                                                                              0.000;                                                                                               48.0;110PAS;01
P.0026926;P.0026926;0515;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.901;Eng Mechanical overall;A.F. van Wijk;G. Fransen/G.M. Verwaal;20241009;41;20260313;11;EM;20260313;Friday;Engineering Mechanical;                                                                                              5.000;                                                                                              117.7;110PAS;EM
P.0026926;P.0026926;0518;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.901;Design Freeze 2;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250120;04;20250321;12;PG;20250321;Friday;Design Freeze 2;                                                                                              0.000;                                                                                               44.1;110PAS;EM
P.0026926;P.0026926;0521;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.901;SR (Safety Review);A.F. van Wijk;G. Fransen/G.M. Verwaal;20241009;41;20260206;06;SR;20260206;Friday;Safety Review;                                                                                              0.000;                                                                                                0.0;110PAS;EM
P.0026926;P.0026926;0516;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.901;Customer Drawing & Risk Analysis;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250120;04;20251212;50;CD;20251212;Friday;Customer Drawing & Risk Analysis;                                                                                              0.000;                                                                                               73.6;110PAS;EM
P.0026926;P.0026926;0517;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.901;Drive Scheme;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250120;04;20250613;24;DS;20250613;Friday;Drive Scheme;                                                                                              0.000;                                                                                               58.9;110PAS;EM
P.0026926;P.0026926;0522;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.901.001;ENG ILC ENG Mechanical (Overall);A.F. van Wijk;G. Fransen/G.M. Verwaal;20241009;41;20260717;29;IM;20260717;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026926;P.0026926;0523;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.902;Eng SW Development;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250117;03;20260206;06;SD;20260206;Friday;Engineering Software;                                                                                              0.000;                                                                                              629.8;130;SD
P.0026926;P.0026926;0530;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.906;Eng SW Testing;A.F. van Wijk;G. Fransen/G.M. Verwaal;20260209;07;20260313;11;ST;20260313;Friday;S.W. Testing;                                                                                              0.000;                                                                                              233.8;140;ST
P.0026926;P.0026926;0533;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.911;ENG URM_ME ELECTRICAL CABINET;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250728;31;20250808;32;EN;20250808;Friday;Engineering;                                                                                              0.000;                                                                                               31.0;110PAS;6E
P.0026926;P.0026926;0541;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.912;ENG Safety PLC Testing URM_CO CONTROLS S;A.F. van Wijk;G. Fransen/G.M. Verwaal;20260209;07;20260313;11;HT;20260313;Friday;Hardware Testing;                                                                                              0.000;                                                                                               30.6;120;CH
P.0026926;P.0026926;0539;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.912;ENG URM_CO CONTROLS SLH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250616;25;20250808;32;EN;20250808;Friday;Engineering;                                                                                              0.000;                                                                                              305.6;120;CH
P.0026926;P.0026926;0545;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.01.913;ENG URM_ME CABLE TRUNKING & HMI HOUSING;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250716;29;20250808;32;EN;20250808;Friday;Engineering;                                                                                              0.000;                                                                                               74.7;110PAS;CT
P.0026926;P.0026926;0704;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.001;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250704;27;EN;20250704;Friday;Engineering;                                                                                              0.000;                                                                                               64.8;110PAS;61
P.0026926;P.0026926;0710;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.002;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250324;13;20250418;16;EN;20250418;Friday;Engineering;                                                                                              0.000;                                                                                               93.6;110PAS;01
P.0026926;P.0026926;0717;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.003;ENG URM_RC SIDE TRIM CUTTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250411;15;20250418;16;EN;20250418;Friday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;02
P.0026926;P.0026926;0724;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.004;ENG URM_GU VARIABLE SPEED GUILLOTINE STN;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250424;17;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                              208.8;110PAS;01
P.0026926;P.0026926;0731;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.005;ENG URM_GU CUTTING KNIFE VAR SPD GUILLOT;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                                2.7;110PAS;01
P.0026926;P.0026926;0738;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.006;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250424;17;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                              522.0;110PAS;61
P.0026926;P.0026926;0744;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.007;ENG Twistgerät;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250512;20;20250620;25;EN;20250620;Friday;Engineering;                                                                                             73.000;                                                                                              132.8;110PAS;01
P.0026926;P.0026926;0751;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.008;ENG Ausrichtbahn;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250424;17;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                              175.2;110PAS;01
P.0026926;P.0026926;0758;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.009;ENG URM_DR DOUGH RETURN CROSS DISCH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250411;15;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                               36.0;110PAS;09
P.0026926;P.0026926;0765;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.010;ENG URM_RC CUTTING KNIVES HINGED;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250509;19;20250516;20;EN;20250516;Friday;Engineering;                                                                                              0.000;                                                                                                1.8;110PAS;61
P.0026926;P.0026926;0771;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.011;ENG URM_BR BRUSH SIDE TRIM REMOVAL SET S;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250505;19;20250516;20;EN;20250516;Friday;Engineering;                                                                                              5.000;                                                                                               29.0;110PAS;61
P.0026926;P.0026926;0777;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.012;ENG URM_DR DOUGH RETURN CROSS DISCH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250507;19;20250516;20;EN;20250516;Friday;Engineering;                                                                                              0.000;                                                                                               16.2;110PAS;09
P.0026926;P.0026926;0784;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.013;ENG URM_TL CAM CONVEYOR TRAY LOADER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250307;10;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                              203.4;110PAS;02
P.0026926;P.0026926;0791;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.014;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250630;27;20250711;28;EN;20250711;Friday;Engineering;                                                                                              0.000;                                                                                               36.0;110PAS;61
P.0026926;P.0026926;0797;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.015;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250411;15;20250418;16;EN;20250418;Friday;Engineering;                                                                                              0.000;                                                                                                7.2;110PAS;61
P.0026926;P.0026926;0803;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.016;ENG URM_RC SIDE TRIM CUTTER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250411;15;20250418;16;EN;20250418;Friday;Engineering;                                                                                              0.000;                                                                                                0.4;110PAS;02
P.0026926;P.0026926;0810;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.017;ENG URM_GU VARIABLE SPEED GUILLOTINE STN;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                                7.2;110PAS;09
P.0026926;P.0026926;0817;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.018;ENG URM_GU CUTTING KNIFE VAR SPD GUILLOT;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                                2.7;110PAS;01
P.0026926;P.0026926;0824;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.019;ENG URM_TB TRANSFER CONVEYOR LEWW1200;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                                7.2;110PAS;61
P.0026926;P.0026926;0830;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.020;ENG Twistgerät;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250620;25;EN;20250620;Friday;Engineering;                                                                                              3.000;                                                                                                6.4;110PAS;01
P.0026926;P.0026926;0837;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.021;ENG Ausrichtbahn;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250613;24;20250620;25;EN;20250620;Friday;Engineering;                                                                                              0.000;                                                                                                6.4;110PAS;01
P.0026926;P.0026926;0844;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.022;ENG URM_DR DOUGH RETURN CROSS DISCH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250415;16;20250425;17;EN;20250425;Friday;Engineering;                                                                                              0.000;                                                                                               14.4;110PAS;09
P.0026926;P.0026926;0851;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.023;ENG URM_RC CUTTING KNIVES HINGED;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250509;19;20250516;20;EN;20250516;Friday;Engineering;                                                                                              0.000;                                                                                                1.8;110PAS;61
P.0026926;P.0026926;0857;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.024;ENG URM_BR BRUSH SIDE TRIM REMOVAL SET S;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250509;19;20250516;20;EN;20250516;Friday;Engineering;                                                                                              0.000;                                                                                                7.4;110PAS;61
P.0026926;P.0026926;0863;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.025;ENG URM_DR DOUGH RETURN CROSS DISCH;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250507;19;20250516;20;EN;20250516;Friday;Engineering;                                                                                              0.000;                                                                                               16.2;110PAS;09
P.0026926;P.0026926;0870;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.026;ENG URM_TL CAM CONVEYOR TRAY LOADER;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250418;16;20250502;18;EN;20250502;Friday;Engineering;                                                                                              0.000;                                                                                               36.0;110PAS;02
P.0026926;P.0026926;0877;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.901;Eng Mechanical overall;A.F. van Wijk;G. Fransen/G.M. Verwaal;20241009;41;20260424;17;EM;20260424;Friday;Engineering Mechanical;                                                                                             17.000;                                                                                              360.0;110PAS;EM
P.0026926;P.0026926;0884;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.901.001;ENG ILC ENG Mechanical (Overall);A.F. van Wijk;G. Fransen/G.M. Verwaal;20241009;41;20260717;29;IM;20260717;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026926;P.0026926;0885;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.902;Eng SW Development;A.F. van Wijk;G. Fransen/G.M. Verwaal;20241009;41;20260206;06;SD;20260206;Friday;Engineering Software;                                                                                              0.000;                                                                                              440.0;130;SD
P.0026926;P.0026926;0892;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.906;Eng SW Testing;A.F. van Wijk;G. Fransen/G.M. Verwaal;20260209;07;20260403;14;ST;20260403;Friday;S.W. Testing;                                                                                              0.000;                                                                                              270.0;140;ST
P.0026926;P.0026926;0895;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.911;ENG URM_ME ELECTRICAL CABINET;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250623;26;20250704;27;EN;20250704;Friday;Engineering;                                                                                              0.000;                                                                                               29.2;110PAS;6E
P.0026926;P.0026926;0903;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.912;ENG Safety PLC Testing URM_CO CONTROLS U;A.F. van Wijk;G. Fransen/G.M. Verwaal;20260209;07;20260403;14;HT;20260403;Friday;Hardware Testing;                                                                                              0.000;                                                                                               28.8;120;CH
P.0026926;P.0026926;0901;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.912;ENG URM_CO CONTROLS UPL;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250508;19;20250704;27;EN;20250704;Friday;Engineering;                                                                                              0.000;                                                                                              288.0;120;CH
P.0026926;P.0026926;0907;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.02.913;ENG URM_ME CABLE TRUNKING & HMI HOUSING;A.F. van Wijk;G. Fransen/G.M. Verwaal;20250611;24;20250704;27;EN;20250704;Friday;Engineering;                                                                                              0.000;                                                                                               72.0;110PAS;CT
P.0026926;P.0026926;0944;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.001;ENG URM_SW APPLICATOR;A.F. van Wijk;B.A. Nieuwkerk;20250911;37;20250918;38;EN;20250918;Thursday;Engineering;                                                                                              0.000;                                                                                                3.8;110PPD;09
P.0026926;P.0026926;0951;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.002;ENG URM_SW CHANGE SET APPLICATOR;A.F. van Wijk;B.A. Nieuwkerk;20250911;37;20250918;38;EN;20250918;Thursday;Engineering;                                                                                              0.000;                                                                                                3.6;110PPD;09
P.0026926;P.0026926;0958;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.901;Eng Mechanical overall;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260422;17;EM;20260422;Wednesday;Engineering Mechanical;                                                                                              0.000;                                                                                                5.9;110PPD;EM
P.0026926;P.0026926;0965;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.901.001;ENG ILC ENG Mechanical (Overall);A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260422;17;IM;20260422;Wednesday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026926;P.0026926;0966;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.902;Eng SW Development;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260313;11;SD;20260313;Friday;Engineering Software;                                                                                              0.000;                                                                                               21.3;130;SD
P.0026926;P.0026926;0973;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.906;Eng SW Testing;A.F. van Wijk;B.A. Nieuwkerk;20260316;12;20260331;14;ST;20260331;Tuesday;S.W. Testing;                                                                                              0.000;                                                                                               11.9;140;ST
P.0026926;P.0026926;0976;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.03.912;ENG URM_CO CONTROLS APPLICATOR;A.F. van Wijk;B.A. Nieuwkerk;20250911;37;20250918;38;EN;20250918;Thursday;Engineering;                                                                                              0.000;                                                                                               15.7;110PPD;09
P.0026926;P.0026926;0983;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.001;ENG URM_DP MOHNOPUMP DEPOSITOR;A.F. van Wijk;B.A. Nieuwkerk;20251003;40;20251016;42;EN;20251016;Thursday;Engineering;                                                                                              0.000;                                                                                               27.9;110PPD;62
P.0026926;P.0026926;0989;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.002;ENG URM_DP FLAT NOZZLES DEPOSITOR;A.F. van Wijk;B.A. Nieuwkerk;20251007;41;20251016;42;EN;20251016;Thursday;Engineering;                                                                                              0.000;                                                                                               15.2;110PPD;61
P.0026926;P.0026926;0995;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.003;ENG URM_DP HOSES AND COUPLINGS;A.F. van Wijk;B.A. Nieuwkerk;20251009;41;20251016;42;EN;20251016;Thursday;Engineering;                                                                                              0.000;                                                                                                1.9;110PPD;61
P.0026926;P.0026926;1001;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.901;Eng Mechanical overall;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260422;17;EM;20260422;Wednesday;Engineering Mechanical;                                                                                              0.000;                                                                                                8.0;110PPD;EM
P.0026926;P.0026926;1008;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.901.001;ENG ILC ENG Mechanical (Overall);A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260717;29;IM;20260717;Friday;Mechanical overall ILC;                                                                                              0.000;                                                                                                1.0;116;LM
P.0026926;P.0026926;1009;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.902;Eng SW Development;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260320;12;SD;20260320;Friday;Engineering Software;                                                                                              0.000;                                                                                               15.2;130;SD
P.0026926;P.0026926;1013;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.906;Eng SW Testing;A.F. van Wijk;B.A. Nieuwkerk;20260323;13;20260331;14;ST;20260331;Tuesday;S.W. Testing;                                                                                              0.000;                                                                                                8.0;140;ST
P.0026926;P.0026926;1018;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.912;ENG Safety PLC Testing URM_CO CONTROLS M;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260331;14;HT;20260331;Tuesday;Hardware Testing;                                                                                              0.000;                                                                                                0.6;120;6H
P.0026926;P.0026926;1016;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.04.912;ENG URM_CO CONTROLS MOHNOPUMP;A.F. van Wijk;B.A. Nieuwkerk;20251024;43;20251031;44;EN;20251031;Friday;Engineering;                                                                                              0.000;                                                                                                5.5;120;6H
P.0026926;P.0026926;1022;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.001;ENG URM_DP MOHNOPUMP DEPOSITOR;A.F. van Wijk;B.A. Nieuwkerk;20251003;40;20251016;42;EN;20251016;Thursday;Engineering;                                                                                              0.000;                                                                                               27.9;110PPD;62
P.0026926;P.0026926;1028;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.002;ENG URM_DP FLAT NOZZLES DEPOSITOR;A.F. van Wijk;B.A. Nieuwkerk;20251007;41;20251016;42;EN;20251016;Thursday;Engineering;                                                                                              0.000;                                                                                               15.2;110PPD;61
P.0026926;P.0026926;1034;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.003;ENG URM_DP HOSES AND COUPLINGS;A.F. van Wijk;B.A. Nieuwkerk;20251009;41;20251016;42;EN;20251016;Thursday;Engineering;                                                                                              0.000;                                                                                                1.9;110PPD;61
P.0026926;P.0026926;1040;GRIESSON-DE BEUKELAER GMBH & CO.KG;P.0026926.05.901;Eng Mechanical overall;A.F. van Wijk;B.A. Nieuwkerk;20241009;41;20260422;17;EM;20260422;Wednesday;Engineering Mechanical;                                                                                              0.000;                                                                                                8.0;110PPD;EM
